id_cliente,data_ref,renda,tipo_renda,tempo_emprego,sexo,idade,educacao,estado_civil,qtd_filhos,genitor_solteiro,posse_de_imovel,posse_de_veiculo,posse_imovel_e_veiculo,tipo_residencia,qt_pessoas_residencia
48,2015-10-01,18298.97,Assalariado,7.693150684931508,M,28,Secundário,Casado,1,False,True,False,False,Casa,3.0
49,2016-01-01,4578.57,Assalariado,4.69041095890411,F,48,Superior completo,Casado,0,False,True,True,True,Casa,2.0
52,2016-03-01,701.83,Assalariado,4.69041095890411,F,48,Superior completo,Casado,0,False,True,True,True,Casa,2.0
53,2016-03-01,2365.31,Assalariado,4.69041095890411,F,48,Secundário,Casado,0,False,True,True,True,Casa,2.0
54,2015-12-01,6271.46,Assalariado,2.4356164383561643,M,43,Secundário,Casado,0,False,True,False,False,Casa,2.0
60,2015-09-01,818.92,Assalariado,3.271232876712329,F,45,Secundário,Separado,0,False,True,True,True,Casa,1.0
61,2015-12-01,642.67,Assalariado,3.271232876712329,F,45,Secundário,Separado,0,False,True,True,True,Casa,1.0
62,2016-03-01,6352.43,Assalariado,17.194520547945206,M,51,Superior completo,Casado,0,False,True,False,False,Casa,2.0
63,2015-12-01,11872.68,Assalariado,17.194520547945206,M,51,Secundário,Casado,0,False,True,False,False,Casa,2.0
64,2015-07-01,21126.45,Assalariado,17.194520547945206,M,51,Secundário,Casado,0,False,True,False,False,Casa,2.0
65,2015-09-01,17760.72,Assalariado,17.194520547945206,M,51,Secundário,Casado,0,False,True,False,False,Casa,2.0
66,2015-01-01,22184.17,Assalariado,17.194520547945206,M,51,Secundário,Casado,0,False,True,False,False,Casa,2.0
68,2016-01-01,19619.86,Assalariado,17.194520547945206,M,51,Superior completo,Casado,0,False,True,False,False,Casa,2.0
69,2015-10-01,8577.6,Servidor público,8.526027397260274,F,42,Superior completo,Casado,2,False,True,False,False,Casa,4.0
74,2015-04-01,13609.66,Servidor público,8.526027397260274,F,42,Superior completo,Casado,2,False,True,False,False,Casa,4.0
78,2016-02-01,4647.07,Assalariado,6.27123287671233,F,30,Superior completo,Casado,2,False,True,False,False,Casa,4.0
79,2015-03-01,3394.57,Assalariado,6.27123287671233,F,30,Superior completo,Casado,2,False,True,False,False,Casa,4.0
80,2015-11-01,6551.34,Assalariado,6.27123287671233,F,30,Superior completo,Casado,2,False,True,False,False,Casa,4.0
81,2015-12-01,2749.88,Assalariado,6.27123287671233,F,30,Superior completo,Casado,2,False,True,False,False,Casa,4.0
85,2016-03-01,3244.09,Assalariado,5.69041095890411,M,28,Secundário,União,0,False,True,True,True,Casa,2.0
86,2016-01-01,8748.63,Assalariado,5.69041095890411,M,28,Secundário,União,0,False,True,True,True,Casa,2.0
90,2015-10-01,13966.76,Assalariado,8.693150684931506,F,27,Superior completo,União,0,False,True,False,False,Casa,2.0
91,2015-03-01,15131.35,Assalariado,15.6986301369863,M,56,Secundário,Casado,0,False,True,False,False,Casa,2.0
92,2015-06-01,5614.07,Empresário,8.189041095890412,M,40,Superior completo,Casado,2,False,False,True,False,Casa,4.0
93,2015-09-01,6376.61,Empresário,8.189041095890412,M,40,Superior completo,Casado,2,False,False,True,False,Casa,4.0
95,2015-05-01,1078.87,Assalariado,1.5205479452054795,F,36,Superior completo,Separado,0,False,True,False,False,Casa,1.0
101,2016-01-01,1475.16,Empresário,1.1835616438356165,F,43,Superior completo,Separado,0,False,False,False,False,Com os pais,1.0
102,2016-01-01,3774.4,Empresário,1.1835616438356165,F,43,Superior completo,Separado,0,False,False,False,False,Com os pais,1.0
103,2015-09-01,2785.49,Empresário,1.1835616438356165,F,43,Superior completo,Separado,0,False,False,False,False,Com os pais,1.0
106,2015-05-01,1344.59,Empresário,1.1835616438356165,F,43,Superior completo,Separado,0,False,False,False,False,Com os pais,1.0
112,2016-01-01,4448.09,Assalariado,7.947945205479453,F,53,Secundário,Casado,0,False,False,False,False,Casa,2.0
114,2015-08-01,6100.82,Assalariado,7.947945205479453,F,53,Secundário,Casado,0,False,False,False,False,Casa,2.0
118,2016-01-01,913.04,Assalariado,7.947945205479453,F,53,Secundário,Casado,0,False,False,False,False,Casa,2.0
120,2016-02-01,5672.08,Assalariado,8.695890410958905,F,35,Secundário,Casado,0,False,False,False,False,Casa,2.0
121,2016-02-01,1558.36,Assalariado,8.695890410958905,F,35,Secundário,Casado,0,False,False,False,False,Casa,2.0
126,2015-03-01,1338.93,Assalariado,3.441095890410959,M,50,Superior incompleto,Casado,0,False,False,True,False,Comunitário,2.0
127,2015-07-01,7283.56,Assalariado,3.441095890410959,M,50,Superior incompleto,Casado,0,False,False,True,False,Comunitário,2.0
129,2016-02-01,2817.06,Assalariado,15.868493150684932,F,48,Superior completo,Casado,0,False,False,False,False,Casa,2.0
130,2015-01-01,3461.11,Assalariado,15.868493150684932,F,48,Superior completo,Casado,0,False,False,False,False,Casa,2.0
133,2015-12-01,10246.66,Servidor público,23.79178082191781,F,57,Secundário,Casado,0,False,False,False,False,Casa,2.0
135,2015-05-01,1555.85,Assalariado,2.356164383561644,F,33,Superior completo,Casado,0,False,False,False,False,Casa,2.0
138,2015-01-01,4641.8,Assalariado,2.1863013698630143,F,40,Secundário,Casado,0,False,False,True,False,Casa,2.0
140,2015-09-01,1016.32,Assalariado,2.1863013698630143,F,40,Secundário,Casado,0,False,False,True,False,Casa,2.0
141,2015-07-01,1019.15,Assalariado,2.1863013698630143,F,40,Secundário,Casado,0,False,False,True,False,Casa,2.0
142,2015-10-01,3075.6,Assalariado,2.1863013698630143,F,40,Secundário,Casado,0,False,False,True,False,Casa,2.0
145,2015-12-01,5234.44,Assalariado,14.364383561643836,F,52,Superior completo,Separado,0,False,False,False,False,Governamental,1.0
149,2015-11-01,2756.54,Assalariado,24.621917808219177,F,43,Secundário,Solteiro,0,False,False,False,False,Casa,1.0
151,2015-10-01,6664.17,Servidor público,4.526027397260274,M,28,Superior completo,Casado,0,False,False,True,False,Com os pais,2.0
152,2015-10-01,7749.19,Servidor público,4.526027397260274,M,28,Superior completo,Casado,0,False,False,True,False,Com os pais,2.0
153,2015-08-01,4692.6,Empresário,6.693150684931508,M,40,Secundário,Casado,0,False,False,False,False,Governamental,2.0
154,2016-02-01,5484.79,Empresário,6.693150684931508,M,40,Secundário,Casado,0,False,False,False,False,Governamental,2.0
155,2015-03-01,2007.55,Empresário,6.693150684931508,M,40,Secundário,Casado,0,False,False,False,False,Governamental,2.0
157,2015-07-01,4932.47,Empresário,6.693150684931508,M,40,Secundário,Casado,0,False,False,False,False,Governamental,2.0
158,2015-12-01,7977.19,Empresário,6.693150684931508,M,40,Secundário,Casado,0,False,False,False,False,Governamental,2.0
159,2016-02-01,2936.75,Assalariado,13.194520547945206,F,41,Secundário,União,0,False,False,False,False,Casa,2.0
160,2016-01-01,3731.02,Assalariado,13.194520547945206,F,41,Secundário,União,0,False,False,False,False,Casa,2.0
161,2015-12-01,4230.23,Assalariado,13.194520547945206,F,41,Secundário,União,0,False,False,False,False,Casa,2.0
162,2015-05-01,3173.43,Assalariado,13.194520547945206,F,41,Secundário,União,0,False,False,False,False,Casa,2.0
163,2015-10-01,2754.79,Assalariado,13.194520547945206,F,41,Secundário,União,0,False,False,False,False,Casa,2.0
167,2015-05-01,1900.79,Assalariado,13.194520547945206,F,41,Secundário,União,0,False,False,False,False,Casa,2.0
169,2015-02-01,2484.49,Assalariado,5.112328767123287,F,44,Secundário,Solteiro,0,False,False,False,False,Governamental,1.0
182,2015-09-01,20193.54,Assalariado,12.950684931506853,M,57,Superior completo,Casado,0,False,False,True,False,Casa,2.0
184,2015-11-01,7501.45,Assalariado,12.950684931506853,M,57,Superior completo,Casado,0,False,False,True,False,Casa,2.0
185,2015-09-01,15351.7,Assalariado,19.45205479452055,F,44,Superior completo,Separado,0,False,False,False,False,Casa,1.0
186,2015-08-01,29224.79,Assalariado,14.531506849315068,M,51,Secundário,Casado,0,False,False,False,False,Casa,2.0
187,2015-06-01,3321.96,Assalariado,6.693150684931508,M,29,Secundário,Casado,0,False,False,True,False,Casa,2.0
192,2015-07-01,1447.63,Empresário,14.446575342465753,F,53,Secundário,Casado,0,False,False,False,False,Casa,2.0
195,2015-12-01,3967.34,Empresário,1.6054794520547946,M,40,Superior completo,União,0,False,False,True,False,Casa,2.0
201,2016-02-01,7653.42,Servidor público,15.282191780821917,F,40,Superior completo,Casado,0,False,False,False,False,Casa,2.0
202,2015-09-01,2402.25,Servidor público,15.282191780821917,F,40,Superior completo,Casado,0,False,False,False,False,Casa,2.0
203,2015-03-01,3663.89,Servidor público,8.695890410958905,M,30,Superior completo,Solteiro,0,False,False,False,False,Casa,1.0
206,2015-12-01,732.98,Assalariado,1.356164383561644,F,34,Superior completo,União,1,False,False,False,False,Casa,3.0
207,2015-12-01,1117.45,Assalariado,1.356164383561644,F,34,Superior completo,União,1,False,False,False,False,Casa,3.0
210,2015-06-01,560.62,Assalariado,1.356164383561644,F,34,Superior completo,União,1,False,False,False,False,Casa,3.0
211,2015-12-01,4324.35,Assalariado,1.356164383561644,F,34,Superior completo,União,1,False,False,False,False,Casa,3.0
212,2015-04-01,956.9,Empresário,0.6904109589041096,M,56,Secundário,Casado,0,False,False,False,False,Casa,2.0
213,2016-01-01,3806.83,Assalariado,6.273972602739726,M,38,Superior incompleto,Casado,0,False,False,False,False,Casa,2.0
215,2015-05-01,2062.81,Assalariado,1.2712328767123289,F,52,Secundário,Solteiro,0,False,False,False,False,Casa,1.0
220,2015-10-01,1350.15,Servidor público,3.6931506849315054,F,47,Superior completo,Casado,0,False,False,False,False,Casa,2.0
223,2015-04-01,938.7,Servidor público,3.6931506849315054,F,47,Superior completo,Casado,0,False,False,False,False,Casa,2.0
224,2015-06-01,7282.89,Assalariado,27.04109589041096,F,53,Secundário,Casado,0,False,False,False,False,Casa,2.0
225,2015-02-01,7108.61,Assalariado,27.04109589041096,F,53,Secundário,Casado,0,False,False,False,False,Casa,2.0
229,2015-09-01,3459.32,Empresário,12.194520547945206,F,36,Superior completo,Casado,0,False,False,False,False,Casa,2.0
230,2016-03-01,1292.13,Assalariado,2.1863013698630143,F,33,Secundário,Casado,0,False,False,False,False,Governamental,2.0
231,2015-11-01,1130.95,Assalariado,7.863013698630137,F,26,Secundário,Casado,2,False,False,False,False,Casa,4.0
233,2015-01-01,1206.19,Assalariado,7.863013698630137,F,26,Secundário,Casado,2,False,False,False,False,Casa,4.0
234,2015-01-01,50008.77,Empresário,17.035616438356165,M,44,Secundário,Casado,0,False,False,True,False,Casa,2.0
236,2015-10-01,3248.74,Empresário,3.1890410958904107,M,32,Secundário,Casado,0,False,False,True,False,Casa,2.0
238,2015-01-01,11587.7,Empresário,3.1890410958904107,M,32,Secundário,Casado,0,False,False,True,False,Casa,2.0
239,2015-10-01,4685.65,Empresário,3.1890410958904107,M,32,Secundário,Casado,0,False,False,True,False,Casa,2.0
242,2015-07-01,1451.56,Empresário,3.1890410958904107,M,32,Secundário,Casado,0,False,False,True,False,Casa,2.0
245,2016-02-01,1639.89,Assalariado,7.361643835616437,F,46,Superior incompleto,Casado,0,False,False,False,False,Casa,2.0
246,2015-04-01,2774.97,Assalariado,7.361643835616437,F,46,Superior incompleto,Casado,0,False,False,False,False,Casa,2.0
247,2016-03-01,1750.22,Assalariado,7.361643835616437,F,46,Superior incompleto,Casado,0,False,False,False,False,Casa,2.0
248,2016-02-01,8458.92,Assalariado,5.945205479452055,M,34,Superior incompleto,Casado,2,False,False,True,False,Casa,4.0
251,2015-03-01,3844.54,Empresário,2.6904109589041094,F,37,Secundário,Casado,0,False,False,True,False,Casa,2.0
252,2016-03-01,5747.38,Empresário,2.6904109589041094,F,37,Secundário,Casado,0,False,False,True,False,Casa,2.0
255,2015-07-01,3217.05,Empresário,4.778082191780823,F,42,Secundário,Casado,0,False,False,True,False,Casa,2.0
256,2016-02-01,3288.74,Empresário,26.70684931506849,F,51,Secundário,União,0,False,False,False,False,Casa,2.0
257,2015-04-01,6752.01,Empresário,26.70684931506849,F,51,Secundário,União,0,False,False,False,False,Casa,2.0
258,2016-01-01,14948.96,Empresário,26.70684931506849,F,51,Secundário,União,0,False,False,False,False,Casa,2.0
259,2015-11-01,10660.14,Empresário,26.70684931506849,F,51,Secundário,União,0,False,False,False,False,Casa,2.0
260,2015-03-01,11614.0,Empresário,26.70684931506849,F,51,Secundário,União,0,False,False,False,False,Casa,2.0
261,2016-02-01,16078.1,Empresário,26.70684931506849,F,51,Secundário,União,0,False,False,False,False,Casa,2.0
262,2015-04-01,5648.49,Empresário,26.70684931506849,F,51,Secundário,União,0,False,False,False,False,Casa,2.0
264,2015-02-01,7038.43,Empresário,26.70684931506849,F,51,Secundário,União,0,False,False,False,False,Casa,2.0
266,2015-02-01,9126.07,Assalariado,8.610958904109589,M,41,Secundário,Casado,0,False,False,True,False,Casa,2.0
270,2015-04-01,1039.14,Assalariado,1.8575342465753424,F,32,Secundário,Separado,0,False,False,False,False,Casa,1.0
271,2015-03-01,565.15,Assalariado,2.1863013698630143,F,39,Secundário,Separado,0,False,False,False,False,Casa,1.0
274,2015-11-01,7129.17,Assalariado,2.4383561643835616,F,47,Secundário,Casado,0,False,False,True,False,Casa,2.0
276,2015-01-01,1787.48,Assalariado,10.191780821917806,F,35,Secundário,Casado,1,False,False,False,False,Casa,3.0
277,2015-01-01,1648.11,Assalariado,2.6904109589041094,F,33,Secundário,Casado,2,False,False,False,False,Casa,4.0
279,2015-05-01,4317.37,Assalariado,0.2712328767123288,M,52,Secundário,Casado,0,False,False,True,False,Casa,2.0
281,2015-01-01,6772.53,Assalariado,0.2712328767123288,M,52,Secundário,Casado,0,False,False,True,False,Casa,2.0
284,2015-07-01,2552.31,Assalariado,9.03013698630137,F,52,Secundário,Casado,0,False,False,False,False,Casa,2.0
285,2015-12-01,1835.38,Assalariado,9.03013698630137,F,52,Secundário,Casado,0,False,False,False,False,Casa,2.0
286,2016-03-01,5075.13,Assalariado,5.608219178082192,F,27,Secundário,Casado,0,False,False,False,False,Casa,2.0
289,2016-03-01,4028.49,Empresário,2.5232876712328767,M,23,Superior completo,Solteiro,0,False,False,False,False,Com os pais,1.0
291,2015-06-01,2866.24,Servidor público,29.96164383561644,F,51,Secundário,Casado,0,False,False,False,False,Casa,2.0
292,2015-06-01,6436.51,Servidor público,29.96164383561644,F,51,Secundário,Casado,0,False,False,False,False,Casa,2.0
293,2015-01-01,3344.69,Servidor público,29.96164383561644,F,51,Secundário,Casado,0,False,False,False,False,Casa,2.0
294,2015-10-01,6752.2,Servidor público,29.96164383561644,F,51,Superior completo,Casado,0,False,False,False,False,Casa,2.0
310,2015-08-01,5977.45,Empresário,4.273972602739726,M,35,Superior completo,Casado,0,False,False,True,False,Governamental,2.0
311,2016-03-01,5639.96,Empresário,4.273972602739726,M,35,Superior completo,Casado,0,False,False,True,False,Governamental,2.0
312,2015-01-01,2192.81,Empresário,4.273972602739726,M,35,Superior completo,Casado,0,False,False,True,False,Governamental,2.0
313,2015-11-01,5184.73,Empresário,4.273972602739726,M,35,Superior completo,Casado,0,False,False,True,False,Governamental,2.0
314,2015-05-01,6273.11,Assalariado,4.693150684931507,M,25,Secundário,Solteiro,0,False,False,False,False,Casa,1.0
318,2015-11-01,7078.85,Assalariado,12.194520547945206,F,52,Superior completo,Solteiro,0,False,False,False,False,Casa,1.0
319,2015-05-01,803.3,Assalariado,6.778082191780823,F,27,Superior completo,Casado,0,False,False,False,False,Casa,2.0
321,2015-08-01,2174.8,Assalariado,3.608219178082192,M,36,Secundário,Casado,0,False,False,True,False,Casa,2.0
322,2015-06-01,20797.03,Empresário,20.03835616438356,F,52,Superior completo,Casado,0,False,False,True,False,Casa,2.0
323,2015-09-01,5442.79,Empresário,20.03835616438356,F,52,Superior completo,Casado,0,False,False,True,False,Casa,2.0
324,2015-09-01,6810.4,Empresário,20.03835616438356,F,52,Superior completo,Casado,0,False,False,True,False,Casa,2.0
326,2015-10-01,7181.25,Assalariado,12.032876712328768,F,40,Secundário,Casado,0,False,False,True,False,Casa,2.0
331,2015-03-01,8929.22,Empresário,1.6054794520547946,F,37,Superior completo,Casado,0,False,False,True,False,Casa,2.0
332,2015-07-01,4258.8,Assalariado,4.608219178082192,M,24,Superior completo,Solteiro,0,False,False,True,False,Casa,1.0
333,2015-05-01,1325.44,Assalariado,4.608219178082192,M,24,Superior completo,Solteiro,0,False,False,True,False,Casa,1.0
335,2016-02-01,6333.33,Assalariado,8.695890410958905,M,38,Superior completo,Separado,0,False,False,False,False,Casa,1.0
336,2016-01-01,3828.62,Assalariado,8.695890410958905,M,38,Superior completo,Separado,0,False,False,False,False,Casa,1.0
339,2015-03-01,24391.14,Servidor público,18.7013698630137,M,40,Superior completo,Casado,2,False,False,True,False,Governamental,4.0
344,2015-08-01,1745.73,Assalariado,10.863013698630136,F,42,Superior completo,Casado,0,False,False,True,False,Casa,2.0
346,2016-02-01,5746.69,Assalariado,8.947945205479453,F,32,Secundário,Casado,1,False,False,False,False,Casa,3.0
348,2015-06-01,15648.53,Assalariado,14.950684931506853,F,40,Secundário,Casado,0,False,False,True,False,Casa,2.0
350,2015-05-01,1085.39,Assalariado,1.0246575342465754,F,43,Secundário,Casado,0,False,False,False,False,Casa,2.0
351,2015-11-01,2452.9,Assalariado,4.693150684931507,M,28,Superior completo,Casado,0,False,False,True,False,Com os pais,2.0
352,2015-08-01,6653.19,Assalariado,4.693150684931507,M,28,Superior completo,Casado,0,False,False,True,False,Com os pais,2.0
355,2015-09-01,3130.1,Servidor público,15.282191780821917,F,35,Secundário,União,0,False,False,False,False,Casa,2.0
357,2015-11-01,10214.42,Assalariado,1.1095890410958904,M,34,Secundário,União,0,False,False,True,False,Casa,2.0
358,2015-09-01,15675.45,Empresário,4.027397260273974,F,49,Secundário,Separado,0,False,False,False,False,Casa,1.0
359,2015-06-01,1332.51,Assalariado,0.3561643835616438,M,43,Secundário,Casado,0,False,False,True,False,Casa,2.0
360,2015-03-01,2521.61,Empresário,1.1095890410958904,M,33,Superior completo,União,0,False,False,False,False,Casa,2.0
362,2015-05-01,4142.7,Empresário,1.8575342465753424,F,27,Superior completo,Casado,0,False,False,False,False,Casa,2.0
363,2015-06-01,2981.83,Empresário,1.8575342465753424,F,27,Superior completo,Casado,0,False,False,False,False,Casa,2.0
365,2015-09-01,8174.2,Empresário,1.523287671232877,M,28,Secundário,Separado,0,False,False,True,False,Com os pais,1.0
368,2015-01-01,3688.8,Empresário,1.523287671232877,M,28,Secundário,Separado,0,False,False,True,False,Com os pais,1.0
369,2015-02-01,2980.24,Empresário,1.523287671232877,M,28,Secundário,Separado,0,False,False,True,False,Com os pais,1.0
370,2015-06-01,2623.85,Assalariado,3.3589041095890413,M,39,Superior completo,União,0,False,False,True,False,Aluguel,2.0
371,2015-11-01,4968.29,Assalariado,3.3589041095890413,M,39,Superior completo,União,0,False,False,True,False,Aluguel,2.0
372,2016-02-01,5720.28,Assalariado,3.3589041095890413,M,39,Superior completo,União,0,False,False,True,False,Aluguel,2.0
373,2015-11-01,34714.92,Empresário,17.534246575342465,M,41,Superior completo,Casado,2,False,False,True,False,Casa,4.0
375,2015-07-01,38796.02,Empresário,17.534246575342465,M,41,Superior completo,Casado,2,False,False,True,False,Casa,4.0
382,2015-05-01,5177.04,Assalariado,10.03013698630137,M,52,Secundário,Casado,0,False,False,True,False,Casa,2.0
384,2015-10-01,15984.69,Assalariado,10.03013698630137,M,52,Secundário,Casado,0,False,False,True,False,Casa,2.0
385,2015-05-01,9620.4,Assalariado,10.03013698630137,M,52,Secundário,Casado,0,False,False,True,False,Casa,2.0
389,2015-12-01,3277.53,Empresário,1.1863013698630136,F,34,Superior completo,Casado,2,False,True,False,False,Casa,4.0
390,2015-09-01,27276.52,Assalariado,20.45205479452055,M,54,Superior completo,Casado,0,False,True,True,True,Casa,2.0
391,2015-11-01,62173.38,Assalariado,20.45205479452055,M,54,Superior completo,Casado,0,False,True,True,True,Casa,2.0
392,2015-04-01,46440.77,Assalariado,20.45205479452055,M,54,Superior completo,Casado,0,False,True,True,True,Casa,2.0
393,2015-04-01,766.09,Assalariado,6.441095890410958,F,29,Secundário,Casado,2,False,True,False,False,Casa,4.0
397,2016-02-01,2758.1,Servidor público,12.194520547945206,F,34,Secundário,Casado,2,False,True,True,True,Casa,4.0
399,2015-07-01,29445.42,Assalariado,21.03835616438356,M,44,Secundário,Casado,0,False,True,True,True,Casa,2.0
401,2015-05-01,17751.38,Assalariado,21.03835616438356,M,44,Secundário,Casado,0,False,True,True,True,Casa,2.0
403,2015-11-01,3555.31,Servidor público,10.610958904109587,F,56,Secundário,Casado,0,False,True,True,True,Casa,2.0
404,2015-02-01,9225.53,Servidor público,10.610958904109587,F,56,Secundário,Casado,0,False,True,True,True,Casa,2.0
405,2015-09-01,11725.69,Servidor público,10.610958904109587,F,56,Secundário,Casado,0,False,True,True,True,Casa,2.0
407,2015-06-01,3268.22,Servidor público,10.610958904109587,F,56,Secundário,Casado,0,False,True,True,True,Casa,2.0
411,2015-04-01,6069.72,Assalariado,10.115068493150686,F,46,Superior incompleto,Casado,0,False,True,False,False,Casa,2.0
413,2015-08-01,40827.37,Empresário,1.6904109589041096,M,38,Secundário,Casado,1,False,True,True,True,Casa,3.0
415,2015-06-01,4712.06,Empresário,1.6904109589041096,M,38,Secundário,Casado,1,False,True,True,True,Casa,3.0
417,2015-05-01,1327.47,Assalariado,7.695890410958903,F,33,Secundário,Casado,1,False,False,True,False,Casa,3.0
421,2016-02-01,1388.13,Servidor público,9.780821917808217,F,29,Superior incompleto,União,1,False,True,False,False,Casa,3.0
424,2015-10-01,4183.5,Servidor público,9.780821917808217,F,29,Superior incompleto,União,1,False,True,False,False,Casa,3.0
425,2015-04-01,5703.64,Empresário,1.9424657534246568,F,35,Secundário,Separado,1,False,True,True,True,Casa,2.0
427,2015-02-01,2552.54,Empresário,6.860273972602741,F,29,Superior completo,Solteiro,0,False,False,False,False,Com os pais,1.0
429,2015-02-01,2727.88,Assalariado,6.358904109589042,F,56,Secundário,Casado,0,False,True,False,False,Casa,2.0
430,2015-04-01,1649.52,Assalariado,6.358904109589042,F,56,Secundário,Casado,0,False,True,False,False,Casa,2.0
434,2015-02-01,1676.8,Assalariado,23.2027397260274,F,59,Secundário,Casado,0,False,True,False,False,Casa,2.0
436,2015-09-01,7601.71,Assalariado,23.2027397260274,F,59,Secundário,Casado,0,False,True,False,False,Casa,2.0
437,2015-01-01,2386.69,Assalariado,8.276712328767124,F,50,Secundário,Casado,0,False,True,False,False,Casa,2.0
439,2015-02-01,9692.09,Assalariado,6.860273972602741,M,46,Secundário,Solteiro,0,False,True,True,True,Casa,1.0
441,2016-01-01,1502.17,Assalariado,12.531506849315068,F,45,Secundário,Casado,0,False,True,False,False,Casa,2.0
442,2015-03-01,5856.55,Assalariado,12.531506849315068,F,45,Secundário,Casado,0,False,True,False,False,Casa,2.0
443,2015-08-01,2627.97,Assalariado,12.531506849315068,F,45,Secundário,Casado,0,False,True,False,False,Casa,2.0
445,2015-09-01,20540.17,Assalariado,21.45205479452055,F,50,Secundário,Viúvo,0,False,True,False,False,Casa,1.0
447,2016-02-01,5418.45,Assalariado,9.610958904109587,F,45,Superior completo,Casado,0,False,True,False,False,Casa,2.0
448,2015-05-01,1707.93,Assalariado,3.1095890410958904,M,34,Secundário,Casado,2,False,False,True,False,Governamental,4.0
449,2015-04-01,3389.09,Assalariado,3.1095890410958904,M,34,Secundário,Casado,2,False,False,True,False,Governamental,4.0
450,2015-09-01,2300.6,Assalariado,0.5232876712328767,M,57,Superior completo,Casado,0,False,True,False,False,Casa,2.0
452,2015-07-01,4129.18,Empresário,4.608219178082192,F,28,Secundário,Casado,0,False,False,False,False,Casa,2.0
462,2015-10-01,6160.6,Assalariado,2.5232876712328767,M,38,Superior completo,Casado,0,False,True,True,True,Casa,2.0
463,2015-11-01,1409.78,Assalariado,2.5232876712328767,M,38,Secundário,Casado,0,False,True,True,True,Casa,2.0
